COUNTRY,STATION,SOUID,YEAR,ANNUAL,WINTER_HALF_YEAR,SUMMER_HALF_YEAR,WINTER_DJF,SPRING_MAM,SUMMER_JJA,AUTUMN_SON,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER
France,FONTANNES,21291,2015,50.76,29.02,67.66,20.81,52.19,79.3,39.67,24.68,24.4,37.15,58.31,61.32,80.33,85.38,72.23,47.89,29.22,42.25,44.27
France,FONTANNES,21291,2016,,32.81,,30.4,,,,24.9,20.49,33.98,41.81,,,,,,,,
France,LANDOS-CHARBON,21292,2010,43.16,31.1,56.93,23.88,45.96,64.77,34.84,24.78,34.85,42.53,57.94,37.8,53.62,75.65,64.31,52.17,34.14,18.22,22.45
France,LANDOS-CHARBON,21292,2011,49.31,29.95,65.61,27.01,63.62,60.99,46.62,23.31,36.16,45.65,75.61,70.19,56.86,51.85,75.03,64.89,45.94,29.06,19.19
France,LANDOS-CHARBON,21292,2012,47.66,38.14,59.59,29.39,51.6,76.39,31.07,22.82,47.3,64.81,32.81,56.59,73.08,77.39,78.58,37.94,33.41,21.78,24.54
France,LANDOS-CHARBON,21292,2013,42.76,29.07,56.08,28.21,34.88,71.28,,24.62,36.25,34.25,35.17,35.24,59.08,81.16,73.28,52.39,22.53,,35.03
France,LANDOS-CHARBON,21292,2014,43.69,,55.72,28.75,53.23,58.78,39.68,20.16,31.31,56.4,52.19,51.08,73.94,45.4,57.47,54.69,43.79,20.42,17.1
France,LANDOS-CHARBON,21292,2015,,29.16,,23.69,53.15,79.01,,25.75,28.69,38.9,54.94,66.08,75.72,86.42,74.64,,25.99,43.03,37.34
France,LANDOS-CHARBON,21292,2016,46.48,31.19,62.36,28.11,43.82,72.0,39.0,23.47,23.22,33.95,44.84,52.82,55.81,78.25,81.42,57.81,35.43,23.89,45.03
France,LANDOS-CHARBON,21292,2017,50.66,36.34,66.14,37.52,59.62,72.03,40.9,34.33,32.74,45.89,64.53,68.6,75.56,71.64,69.01,47.14,48.95,26.33,21.83
France,LANDOS-CHARBON,21292,2018,45.09,30.15,63.16,23.49,42.64,71.48,42.47,20.0,29.2,34.38,52.44,41.4,65.83,78.49,69.92,70.86,38.47,18.22,21.24
France,LANDOS-CHARBON,21292,2019,46.53,34.03,61.97,30.0,49.91,73.94,32.53,16.34,54.82,56.61,47.06,45.97,72.72,76.64,72.42,56.69,27.45,13.61,18.95
France,LANDOS-CHARBON,21292,2020,46.46,26.13,65.87,23.59,56.5,69.75,36.89,17.31,35.26,44.41,56.0,69.09,61.69,78.79,68.49,60.56,20.56,30.08,15.24
France,LANDOS-CHARBON,21292,2021,45.14,27.24,57.54,21.14,53.26,60.62,39.35,19.52,29.46,48.9,55.94,55.03,63.31,58.52,60.11,52.28,43.36,22.28,31.88
France,LANDOS-CHARBON,21292,2022,53.82,37.05,71.53,36.85,55.58,83.92,42.65,35.51,43.84,45.59,49.5,71.45,78.03,99.06,74.49,55.67,44.62,27.58,19.44
France,LANDOS-CHARBON,21292,2023,46.91,31.85,61.87,24.71,41.62,73.07,46.37,13.15,43.36,43.9,40.03,40.89,69.36,79.3,70.43,71.03,44.27,23.89,23.49
France,LANDOS-CHARBON,21292,2024,42.68,31.61,53.48,26.12,40.21,68.59,35.1,25.62,29.45,42.53,40.67,37.45,50.31,72.23,82.63,36.56,32.45,36.39,24.78
France,LANDOS-CHARBON,21292,2025,47.01,29.71,66.03,25.65,49.98,76.57,36.64,19.3,33.63,32.28,54.75,63.06,88.67,67.12,74.3,48.08,39.09,22.67,20.73
France,MAZET-VOLAMONT,21293,2010,43.86,30.76,57.38,23.48,44.95,65.2,37.58,25.59,32.56,42.47,55.72,37.02,52.19,76.8,66.18,56.11,37.69,18.94,24.14
France,MAZET-VOLAMONT,21293,2011,,31.19,,27.82,64.59,,50.1,23.55,37.31,46.1,75.54,73.2,,,74.69,68.05,48.04,34.89,17.74
France,MAZET-VOLAMONT,21293,2012,47.9,39.51,,29.52,51.3,,32.66,23.31,48.76,64.78,36.89,51.77,72.3,75.65,,40.49,35.08,23.11,25.54
France,MAZET-VOLAMONT,21293,2013,43.15,29.93,55.96,28.41,34.86,70.7,,25.97,34.29,35.78,35.03,33.76,58.06,79.84,73.79,54.61,25.27,,36.56
France,MAZET-VOLAMONT,21293,2014,44.51,,57.19,29.11,53.73,60.93,40.8,21.13,29.7,55.13,54.14,51.94,77.83,47.07,58.44,54.17,43.82,24.31,16.02
France,MAZET-VOLAMONT,21293,2015,51.74,30.43,67.83,24.24,52.37,82.77,37.73,26.77,30.54,40.97,54.53,61.69,83.5,90.73,74.11,41.64,28.76,43.08,43.06
France,MAZET-VOLAMONT,21293,2016,47.13,32.76,61.76,30.03,43.65,71.41,41.14,23.68,22.87,34.76,44.03,52.18,53.47,75.32,84.87,59.81,36.72,27.06,49.09
France,MAZET-VOLAMONT,21293,2017,50.43,37.66,66.46,38.19,60.22,72.39,39.8,30.35,34.82,47.34,64.44,69.01,74.61,71.18,71.45,47.67,45.67,25.86,21.61
France,MAZET-VOLAMONT,21293,2018,47.04,28.76,65.28,22.59,42.2,75.24,45.3,21.99,24.35,32.58,55.36,39.09,68.42,84.49,72.58,71.75,44.09,20.11,28.36
France,MAZET-VOLAMONT,21293,2019,51.39,37.65,66.78,34.55,50.75,80.67,40.38,18.52,59.14,57.2,46.56,48.36,81.19,83.41,77.42,63.42,34.19,23.72,24.6
France,MAZET-VOLAMONT,21293,2020,49.12,32.47,67.0,30.38,59.53,69.37,38.91,25.86,41.41,45.32,64.17,69.25,58.94,79.35,69.46,60.28,22.9,34.08,18.58
France,MAZET-VOLAMONT,21293,2021,45.56,29.97,56.73,24.55,52.61,58.97,39.95,16.96,39.55,48.79,53.36,55.7,63.42,54.69,58.82,54.36,43.87,21.47,35.81
France,MAZET-VOLAMONT,21293,2022,56.65,39.24,74.02,39.43,60.91,84.72,44.81,38.15,44.85,51.24,53.89,77.37,76.33,101.56,75.99,57.89,48.36,28.06,24.65
France,MAZET-VOLAMONT,21293,2023,48.5,33.93,62.4,27.42,42.11,73.79,48.46,14.35,44.94,44.09,43.64,38.66,72.19,79.14,69.97,70.81,47.18,27.44,29.92
France,MAZET-VOLAMONT,21293,2024,43.37,34.74,53.09,30.22,40.68,66.84,34.84,29.41,31.41,42.66,41.53,37.88,46.5,71.72,81.64,38.19,29.2,36.36,30.48
France,MAZET-VOLAMONT,21293,2025,48.18,31.49,65.82,29.96,49.65,75.91,39.23,22.07,38.13,33.12,54.97,61.02,85.11,67.07,75.83,50.69,39.97,27.0,23.06
France,SAUGUES-SA,21296,2010,35.97,23.99,49.92,15.61,38.22,57.57,28.94,14.44,26.16,33.17,48.97,32.85,43.61,70.35,58.31,45.06,28.25,13.53,16.29
France,SAUGUES-SA,21296,2011,47.31,24.48,64.47,19.85,61.38,61.28,45.6,16.67,27.32,44.73,72.39,67.37,54.64,53.95,75.03,63.36,46.96,26.44,17.85
France,SAUGUES-SA,21296,2012,44.95,34.95,58.49,24.47,50.81,74.32,29.34,18.74,37.67,61.96,37.69,52.34,70.28,76.4,76.16,37.08,31.37,19.5,19.25
France,SAUGUES-SA,21296,2013,40.08,24.95,53.96,20.85,34.85,68.93,30.48,18.15,25.63,35.67,35.47,33.41,58.03,79.09,69.33,47.78,28.2,15.53,33.15
France,SAUGUES-SA,21296,2014,43.1,30.65,54.3,28.57,52.75,55.25,41.87,22.5,30.24,53.74,55.19,49.41,67.72,43.58,54.87,55.6,43.79,26.61,14.17
France,SAUGUES-SA,21296,2015,48.74,28.96,65.08,21.87,49.25,78.71,35.05,25.91,25.92,36.96,54.25,57.21,77.81,87.96,70.35,41.72,24.17,39.64,41.96
France,SAUGUES-SA,21296,2016,,30.29,,29.1,,,,23.36,21.49,30.83,40.89,,,,,,,,
France,GUERANDE,21297,2010,,,,,,,,,,,,,,,,,,,
France,GUERANDE,21297,2011,48.93,,66.76,,71.56,61.98,38.49,25.51,24.08,52.82,80.64,81.51,67.36,66.24,52.53,52.28,40.03,23.11,19.54
France,GUERANDE,21297,2012,50.15,35.41,64.76,28.45,66.84,65.88,38.03,22.9,43.91,63.12,62.83,74.44,58.83,65.81,72.77,53.28,24.84,36.42,22.55
France,GUERANDE,21297,2013,47.49,27.42,65.47,25.38,46.55,74.96,39.03,18.95,35.63,27.23,55.03,57.66,60.67,83.36,80.4,54.86,36.94,25.36,32.82
France,GUERANDE,21297,2014,53.12,34.09,73.62,28.56,62.97,77.27,47.71,20.65,32.62,55.75,60.25,72.82,86.78,81.48,63.87,76.64,43.25,23.39,19.03
France,GUERANDE,21297,2015,49.27,30.69,68.55,27.35,53.8,71.38,44.2,23.58,40.74,34.87,65.67,61.26,89.83,64.6,60.3,70.31,39.92,22.53,18.44
France,GUERANDE,21297,2016,47.59,29.77,61.62,22.18,55.33,66.96,43.21,17.58,31.09,48.9,60.06,57.18,47.36,75.24,77.63,51.42,45.16,32.97,25.43
France,GUERANDE,21297,2017,52.06,35.92,70.61,31.94,62.99,75.36,38.91,34.62,36.19,41.1,78.36,70.0,87.58,69.76,69.14,48.89,34.57,32.81,19.6
France,GUERANDE,21297,2018,53.2,30.51,74.19,25.98,57.74,78.79,51.61,15.81,44.32,37.61,56.69,78.9,72.75,86.48,76.94,72.75,48.2,34.0,13.87
France,GUERANDE,21297,2019,51.51,34.07,71.87,23.21,60.87,78.45,39.06,19.38,37.8,51.51,61.33,69.78,70.56,97.26,67.28,64.36,26.88,26.33,24.81
France,GUERANDE,21297,2020,,,,,,,,,,,,,,,,,,,
France,NORT-SUR-ERDRE,21298,2010,46.95,30.51,63.11,27.8,58.43,62.87,39.24,22.53,38.57,43.87,76.14,55.86,68.97,69.87,49.97,58.31,37.96,21.5,20.3
France,NORT-SUR-ERDRE,21298,2011,45.25,27.55,62.36,19.74,65.63,57.07,38.33,18.52,20.48,45.7,75.47,76.05,59.86,57.66,53.76,51.33,38.82,24.83,19.06
France,NORT-SUR-ERDRE,21298,2012,44.92,34.02,57.56,27.86,58.19,58.25,33.63,22.07,43.45,56.21,49.83,68.25,48.28,57.42,68.74,52.14,20.94,28.22,23.36
France,NORT-SUR-ERDRE,21298,2013,42.89,24.49,59.56,22.95,41.84,69.52,34.55,15.27,31.01,28.87,52.39,44.6,52.61,80.67,74.73,51.67,30.91,21.19,29.76
France,NORT-SUR-ERDRE,21298,2014,46.38,31.32,62.43,26.78,55.66,63.32,44.86,17.23,34.05,54.7,53.44,58.76,79.69,62.85,47.93,72.47,36.83,25.56,13.33
France,NORT-SUR-ERDRE,21298,2015,45.99,28.71,62.39,22.94,52.23,65.14,39.9,20.83,35.92,40.4,59.53,56.99,80.69,59.95,55.27,62.39,35.83,21.61,22.82
France,NORT-SUR-ERDRE,21298,2016,42.24,29.11,52.86,24.71,45.77,59.2,38.32,18.6,33.25,42.55,46.14,48.63,35.36,65.4,76.08,44.5,39.97,30.42,25.03
France,NORT-SUR-ERDRE,21298,2017,,,,,,,,,,,,,,,,,,,
France,LUNEGARDE,21306,2010,,32.07,64.91,22.04,55.51,70.46,,21.72,30.68,52.2,69.28,45.48,64.94,78.87,67.39,63.61,42.53,,
France,LE MONTAT,21307,2010,47.83,31.68,64.17,22.44,55.81,68.81,40.7,20.38,30.6,51.08,68.72,48.04,66.5,74.89,64.97,62.03,44.46,15.47,25.86
France,LE MONTAT,21307,2011,53.0,32.71,68.93,30.2,69.11,61.95,52.69,33.9,30.92,44.89,80.67,82.15,58.69,58.31,68.74,64.94,60.05,32.83,18.52
France,LE MONTAT,21307,2012,49.09,42.52,60.31,30.67,52.75,72.04,39.37,23.49,51.32,69.14,24.94,63.28,64.81,75.59,75.48,56.67,37.45,24.06,22.18
France,LE MONTAT,21307,2013,45.33,29.16,59.24,23.67,43.92,72.04,35.29,12.88,37.26,41.77,41.14,49.29,55.03,84.7,75.83,47.36,35.62,22.44,39.06
France,LE MONTAT,21307,2014,47.55,32.87,61.1,27.89,54.35,62.43,51.98,18.12,26.34,54.33,52.78,55.89,81.19,54.25,52.45,70.75,59.97,26.28,19.49
France,LE MONTAT,21307,2015,51.57,31.7,68.27,25.78,49.81,77.51,43.79,19.41,39.79,30.43,59.86,59.46,83.17,80.0,69.54,57.44,40.08,33.97,45.48
France,LE MONTAT,21307,2016,48.92,34.67,64.38,31.29,47.33,72.4,45.06,19.3,28.94,39.84,48.94,53.44,56.56,79.17,80.97,66.14,42.63,26.5,43.52
France,LE MONTAT,21307,2017,49.66,38.05,62.46,38.76,60.22,64.76,43.74,36.18,36.34,42.61,75.36,63.17,69.0,56.37,69.06,41.75,52.22,37.25,16.21
France,LE MONTAT,21307,2018,48.38,29.53,67.53,17.44,44.49,77.15,51.8,8.12,29.11,35.19,54.5,44.11,70.67,84.11,76.45,75.25,47.04,33.28,18.24
France,LE MONTAT,21307,2019,50.54,38.99,66.63,31.48,53.0,76.88,37.92,21.08,55.77,57.28,44.77,55.35,68.61,82.74,79.01,65.11,30.56,18.33,27.23
France,LE MONTAT,21307,2020,50.49,30.82,67.76,30.13,58.89,70.53,47.51,25.97,37.67,45.69,55.97,74.49,60.75,80.22,70.32,64.08,28.6,50.47,11.64
France,LE MONTAT,21307,2021,48.17,34.03,59.64,22.88,58.6,62.78,41.34,21.61,36.73,55.94,65.86,54.22,61.75,58.36,68.39,49.5,52.55,21.58,31.26
France,LE MONTAT,21307,2022,54.16,37.58,71.94,35.85,56.59,81.97,43.84,39.68,36.7,43.09,49.56,76.88,65.25,99.44,80.67,58.47,42.34,30.75,25.03
France,LE MONTAT,21307,2023,49.34,34.32,65.15,30.66,49.59,70.12,48.51,14.65,54.61,40.38,54.58,53.98,61.81,76.05,72.23,72.0,48.33,25.19,19.25
France,LE MONTAT,21307,2024,45.47,30.5,58.29,21.9,46.25,70.73,40.14,22.15,24.48,43.01,54.61,41.4,56.72,77.93,77.1,41.28,38.06,41.14,26.75
France,LE MONTAT,21307,2025,50.55,38.2,62.85,32.1,57.71,70.0,42.01,28.36,42.17,53.17,54.31,65.54,74.86,64.95,70.35,46.67,47.93,31.25,26.4
France,MAUVEZIN-SUR-GUPIE,21310,2013,,,,,,,,,,,,,,,,,,,
France,MAUVEZIN-SUR-GUPIE,21310,2014,48.26,,63.48,,53.53,67.22,49.69,18.36,29.23,53.52,55.72,51.42,86.64,59.35,56.91,72.36,52.19,24.5,19.87
France,MAUVEZIN-SUR-GUPIE,21310,2015,,30.05,67.34,24.83,46.95,77.89,,15.99,40.12,29.14,54.94,57.02,85.43,81.1,67.63,58.42,42.85,,
France,MAUVEZIN-SUR-GUPIE,21310,2016,,,63.76,,47.84,70.25,45.3,,32.21,39.57,46.5,57.42,53.39,75.59,81.24,67.64,43.84,24.47,33.84
France,MAUVEZIN-SUR-GUPIE,21310,2017,50.48,34.81,65.18,32.82,61.8,66.13,46.09,33.76,30.65,41.56,78.89,65.51,75.42,53.68,69.6,48.22,50.81,39.25,17.82
France,MAUVEZIN-SUR-GUPIE,21310,2018,48.83,30.55,69.06,18.9,45.57,79.69,51.39,10.86,29.35,35.99,48.31,52.5,72.78,86.24,79.84,74.31,47.47,32.53,14.35
France,MAUVEZIN-SUR-GUPIE,21310,2019,50.63,38.15,66.79,29.1,55.57,76.96,36.73,21.21,54.17,60.54,49.36,56.61,71.5,87.2,71.99,63.53,28.55,18.39,24.87
France,MAUVEZIN-SUR-GUPIE,21310,2020,52.79,31.07,69.64,31.18,59.33,73.44,49.05,29.3,39.94,45.51,52.97,79.3,66.0,83.87,70.22,64.69,34.76,48.17,18.63
France,MAUVEZIN-SUR-GUPIE,21310,2021,49.2,35.75,61.4,24.14,61.11,64.59,42.84,24.6,29.73,58.44,66.44,58.63,65.75,61.16,66.91,49.42,53.98,24.75,28.98
France,MAUVEZIN-SUR-GUPIE,21310,2022,53.21,36.48,71.8,32.81,54.86,81.4,44.06,28.9,41.37,40.99,47.97,75.38,67.72,100.56,75.48,62.47,39.09,30.78,26.51
France,MAUVEZIN-SUR-GUPIE,21310,2023,50.31,34.26,67.19,32.01,54.56,69.99,47.97,16.64,55.12,39.33,55.28,69.09,68.06,71.05,70.81,68.56,48.71,26.61,15.48
France,MAUVEZIN-SUR-GUPIE,21310,2024,43.29,28.69,57.96,18.46,47.61,67.12,36.72,17.66,22.5,40.73,58.83,43.63,55.72,72.58,72.69,43.81,29.25,37.36,24.14
France,MAUVEZIN-SUR-GUPIE,21310,2025,,33.86,,27.66,,,41.33,20.94,38.99,53.12,,,,72.08,67.37,42.44,50.24,31.0,21.4
France,CHOLET,21328,2010,45.6,27.95,62.4,23.37,57.05,62.17,38.74,20.54,30.39,42.18,74.11,55.4,62.08,71.24,53.2,58.61,39.78,17.78,21.42
France,CHOLET,21328,2011,46.06,28.3,62.93,20.95,66.91,56.87,40.42,16.61,25.24,48.33,76.08,76.61,60.14,56.91,53.66,54.25,38.79,28.28,16.94
France,CHOLET,21328,2012,45.34,34.37,57.87,28.12,57.2,58.65,35.19,21.1,47.59,54.19,49.22,67.93,46.69,57.77,71.1,53.75,22.39,29.86,22.61
France,CHOLET,21328,2013,42.74,24.95,58.5,21.97,41.52,69.27,34.36,14.17,29.91,31.37,50.86,42.63,57.08,77.5,72.82,49.5,31.85,21.81,32.37
France,CHOLET,21328,2014,47.38,32.3,62.35,27.89,55.87,62.75,48.06,20.19,31.46,55.7,53.33,58.49,76.67,64.68,47.37,74.08,43.71,26.53,16.18
France,CHOLET,21328,2015,48.38,31.09,63.98,23.75,53.03,69.66,41.63,20.51,35.71,44.22,57.69,57.31,85.64,65.54,58.33,59.69,41.51,23.69,30.51
France,CHOLET,21328,2016,,31.75,,27.05,44.62,,,20.4,30.57,43.44,43.5,46.88,36.94,,,,,,
France,MARTIGNE-BRIAND,21331,2010,46.99,31.18,63.65,26.58,59.8,63.42,38.27,22.12,35.42,45.43,75.0,59.46,61.36,74.73,54.11,57.31,41.29,16.11,21.1
France,MARTIGNE-BRIAND,21331,2011,47.42,28.97,65.13,22.12,68.93,58.84,39.75,21.45,23.99,48.95,77.44,80.67,63.14,59.44,54.09,56.06,37.39,25.89,19.3
France,MARTIGNE-BRIAND,21331,2012,45.84,34.49,58.77,28.86,57.84,60.14,34.73,19.44,49.17,56.4,48.81,68.04,50.69,58.55,70.89,54.92,24.7,24.89,23.66
France,MARTIGNE-BRIAND,21331,2013,42.91,24.25,59.64,21.46,42.99,70.08,33.77,13.76,27.56,31.26,53.11,44.92,58.89,76.72,74.27,49.33,30.75,21.33,31.88
France,MARTIGNE-BRIAND,21331,2014,46.8,32.67,61.94,28.18,57.26,62.56,44.63,20.0,33.13,58.63,52.19,60.78,76.67,62.8,48.68,70.94,39.68,23.44,14.49
France,MARTIGNE-BRIAND,21331,2015,48.82,28.98,65.22,22.56,54.07,70.14,42.61,20.67,33.6,42.28,61.22,58.92,86.86,67.37,56.72,60.67,40.05,27.19,30.08
France,MARTIGNE-BRIAND,21331,2016,,32.56,,28.17,44.68,64.54,,21.21,33.56,43.15,44.75,46.16,39.17,73.28,80.35,,,,
France,GOUVILLE,21336,2010,44.67,26.2,63.54,23.3,61.6,63.32,32.65,20.0,25.98,42.93,77.5,64.89,77.64,65.54,47.23,48.89,26.8,22.44,15.91
France,GOUVILLE,21336,2011,42.58,24.4,59.97,18.82,60.02,57.32,34.77,18.63,22.26,40.08,69.78,70.51,60.31,62.74,49.01,47.42,31.64,25.36,12.31
France,GOUVILLE,21336,2012,39.59,27.29,54.17,18.94,55.09,53.56,30.07,18.23,26.78,49.3,52.47,63.41,49.42,54.89,56.24,48.17,19.03,23.39,13.47
France,GOUVILLE,21336,2013,40.98,20.76,59.53,16.93,45.7,70.53,28.16,10.81,27.53,31.05,55.22,51.13,58.94,82.04,70.24,38.75,31.56,14.06,19.27
France,GOUVILLE,21336,2014,44.73,26.52,63.44,21.91,53.6,68.7,36.31,15.67,31.73,46.91,55.58,58.36,79.72,74.92,51.83,60.39,31.32,17.39,12.77
France,GOUVILLE,21336,2015,42.01,24.53,59.1,20.34,51.04,60.23,34.23,17.39,31.99,36.83,63.53,53.17,77.5,57.23,46.51,57.33,27.45,18.14,17.66
France,GOUVILLE,21336,2016,,23.16,,19.03,47.62,53.57,,13.47,26.44,35.89,51.5,55.59,33.14,61.48,65.43,,,,
France,STE MARIE DU MO,21339,2010,44.33,26.21,63.57,21.95,61.01,64.17,31.44,20.08,24.46,43.17,76.14,64.22,81.89,66.61,44.57,48.5,26.34,19.64,15.97
France,STE MARIE DU MO,21339,2011,42.14,23.26,59.22,17.16,59.56,56.01,36.27,15.08,20.77,41.37,72.75,64.97,58.67,65.91,43.55,49.58,31.64,27.75,12.9
France,STE MARIE DU MO,21339,2012,39.03,27.96,51.9,19.51,52.9,50.97,31.89,20.32,25.72,49.27,49.78,59.54,43.33,52.61,56.72,48.97,20.86,26.19,14.62
France,STE MARIE DU MO,21339,2013,40.42,21.16,58.64,17.85,44.46,67.17,28.08,13.06,26.73,26.18,54.69,52.82,56.44,78.6,66.13,42.44,29.11,12.64,24.95
France,STE MARIE DU MO,21339,2014,44.87,27.46,61.67,25.83,53.05,67.22,37.03,19.89,33.39,47.47,51.81,59.11,76.56,73.44,51.96,57.14,31.94,22.19,13.71
France,STE MARIE DU MO,21339,2015,41.22,25.01,57.76,19.73,49.95,58.13,34.33,17.18,29.23,36.16,60.75,53.28,77.58,52.1,45.32,58.31,27.47,17.44,20.22
France,STE MARIE DU MO,21339,2016,40.57,24.88,51.42,21.72,48.51,54.06,34.02,20.35,24.8,38.74,49.31,57.5,33.03,58.28,70.19,39.14,38.39,24.39,31.21
France,STE MARIE DU MO,21339,2017,,30.48,,28.68,,,,30.91,23.39,33.71,68.81,,,,,,,,
France,ARGERS,21342,2010,40.12,21.92,58.13,12.72,53.61,61.77,32.53,10.13,17.77,47.1,68.92,45.32,71.64,72.47,41.51,49.42,40.16,7.75,8.25
France,ARGERS,21342,2011,44.29,24.24,62.32,12.77,71.54,55.1,37.32,18.68,11.22,57.58,74.67,82.47,58.69,53.63,53.09,51.31,37.61,23.03,7.34
France,ARGERS,21342,2012,39.49,28.88,52.69,19.08,50.39,55.53,31.09,12.69,38.45,54.62,36.58,59.52,42.06,61.26,62.82,53.06,31.16,9.06,11.94
France,ARGERS,21342,2013,33.71,16.2,50.73,11.15,29.32,65.86,24.56,6.42,15.51,22.85,39.89,25.56,55.17,81.56,60.51,41.19,23.87,8.64,21.91
France,ARGERS,21342,2014,38.72,22.76,55.46,17.72,49.74,57.95,35.36,13.41,17.86,49.95,50.33,48.95,83.03,49.78,41.85,59.67,29.62,16.97,2.93
France,ARGERS,21342,2015,45.51,23.73,63.93,14.93,58.99,69.66,31.09,11.61,31.87,49.95,70.39,56.99,78.58,68.01,62.66,47.06,28.23,18.08,22.42
France,ARGERS,21342,2016,38.75,22.95,52.17,20.8,40.38,53.9,37.43,17.77,22.3,28.68,43.86,48.71,39.25,57.18,64.81,58.75,34.52,19.11,29.17
France,ARGERS,21342,2017,,,,22.93,,,,20.35,18.87,,,,,,,,,,
France,CHAUMONT-SEMOUTIERS,21358,2010,,,,8.19,46.43,,,8.31,11.12,,65.08,36.99,67.36,71.34,,,39.38,8.11,4.54
France,CHAUMONT-SEMOUTIERS,21358,2011,45.32,23.91,62.84,12.23,70.61,55.31,41.52,14.44,18.3,57.63,72.72,81.53,56.31,52.9,56.75,56.75,38.41,29.5,7.07
France,CHAUMONT-SEMOUTIERS,21358,2012,41.9,31.05,54.54,20.18,52.84,57.3,31.74,13.39,41.47,57.07,36.86,64.09,48.06,57.98,65.56,53.88,28.06,14.14,
France,CHAUMONT-SEMOUTIERS,21358,2013,36.14,,52.88,,31.93,68.65,25.13,7.18,22.38,25.66,44.97,25.16,60.74,78.71,65.73,42.14,20.38,12.61,27.31
France,CHAUMONT-SEMOUTIERS,21358,2014,,26.22,,21.81,56.2,,31.85,16.99,21.04,57.61,58.72,52.37,82.33,50.66,,55.77,27.8,15.31,2.88
France,CHAUMONT-SEMOUTIERS,21358,2015,45.22,,61.16,,54.76,67.56,31.85,12.28,,44.89,65.19,54.54,73.19,71.88,57.8,44.33,26.8,24.58,28.28
France,CHAUMONT-SEMOUTIERS,21358,2016,,24.28,,20.09,38.24,,,16.13,15.57,33.74,36.39,44.54,39.03,65.0,,,36.4,17.33,28.84
France,CHAUMONT-SEMOUTIERS,21358,2017,,,,,,,,21.77,,,,,,,,,,,
France,ERNEE,21360,2010,44.19,27.37,61.5,24.64,57.73,61.13,35.23,19.46,31.99,40.97,75.67,57.12,73.5,67.58,42.72,53.0,36.37,16.28,15.81
France,ERNEE,21360,2011,42.35,25.6,57.3,17.73,63.94,50.61,35.68,20.16,17.17,46.67,70.5,74.87,54.19,50.59,47.15,46.47,34.81,25.78,18.25
France,ERNEE,21360,2012,39.01,31.98,48.79,25.82,52.45,47.36,30.49,20.19,39.91,53.25,41.53,62.23,38.53,45.78,57.5,46.56,20.86,24.39,17.23
France,ERNEE,21360,2013,38.24,22.09,53.73,19.38,40.8,61.2,28.84,12.74,29.11,28.95,53.47,40.38,48.0,72.88,62.28,44.92,24.97,16.75,23.82
France,ERNEE,21360,2014,39.71,26.89,52.38,21.59,48.81,54.98,35.48,12.18,29.55,54.01,44.97,47.34,68.67,58.49,38.23,57.03,30.81,18.75,16.48
France,ERNEE,21360,2015,40.09,25.52,54.8,21.83,47.84,56.97,33.25,19.17,30.71,37.5,57.08,49.22,75.89,50.51,45.13,51.64,29.3,18.94,16.42
France,ERNEE,21360,2016,37.07,24.54,46.29,20.52,41.39,50.34,32.91,15.48,30.29,36.96,41.0,46.21,29.11,58.79,62.45,39.25,33.06,26.42,24.95
France,ERNEE,21360,2017,,27.87,,26.12,47.4,,,27.93,25.42,29.17,58.61,54.78,,,,,,,
France,LE HORPS,21362,2010,43.76,25.43,61.48,21.91,57.06,61.5,35.19,19.41,25.71,40.65,76.64,54.52,70.42,71.59,42.8,53.44,35.94,16.17,17.47
France,LE HORPS,21362,2011,41.91,25.65,56.84,18.47,63.18,49.03,36.76,19.11,18.87,45.38,71.06,73.36,50.83,48.76,47.55,49.53,35.75,25.03,16.4
France,LE HORPS,21362,2012,39.47,31.61,50.09,24.66,52.63,48.74,31.35,20.32,38.13,54.25,39.72,63.49,36.92,48.98,59.95,50.72,19.33,24.39,17.12
France,LE HORPS,21362,2013,38.08,21.0,55.43,18.0,40.15,65.4,27.49,10.32,27.47,28.12,52.89,39.87,52.5,75.89,67.39,43.47,22.82,16.33,19.22
France,LE HORPS,21362,2014,40.67,25.07,55.25,18.12,50.73,58.08,35.93,9.89,26.01,55.94,45.5,50.59,72.61,58.04,44.06,61.11,29.41,17.5,17.1
France,LE HORPS,21362,2015,41.89,24.89,57.88,21.78,49.68,60.63,34.36,19.62,29.35,36.56,61.75,51.13,78.14,55.73,48.6,52.56,30.89,19.75,18.82
France,LE HORPS,21362,2016,39.05,24.73,49.4,20.01,42.33,55.53,33.26,14.06,27.64,37.23,42.5,47.26,33.22,62.85,69.78,39.72,34.35,25.67,33.06
France,LE HORPS,21362,2017,,,,,,,,,,,,,,,,,,,
France,ST MAURICE,21367,2010,37.82,21.88,54.44,12.92,45.29,61.73,31.94,10.19,16.76,42.53,65.11,28.87,67.67,74.89,42.82,47.86,35.7,12.14,8.58
France,ST MAURICE,21367,2011,44.2,24.65,62.47,14.66,69.24,53.96,38.53,17.63,18.1,54.73,71.44,81.61,52.17,53.17,56.48,59.81,38.84,16.92,7.77
France,ST MAURICE,21367,2012,40.58,28.08,54.13,17.88,52.78,56.86,33.32,11.8,35.2,58.04,36.03,63.74,50.64,55.4,64.25,54.11,31.45,14.47,12.23
